"Gen","Type","C1","C2","C3","T1","T2","T3"
"Gen-1","Target",31.9388534324244,24.9185038476717,21.0085044575389,30.4004913978279,30.1930127777159,34.9077013891656
"Gen-2","Target",28.9420323781669,33.7754979254678,24.8723602280952,18.4560816695448,22.2708284240216,28.4227410291787
"Gen-3","Target",24.1681585027836,25.363192766672,20.2743170054164,20.9698242035229,30.8468523616903,23.3486100956798
"Gen-4","Target",32.1549521354027,31.2368145154323,20.193304275861,23.1482234783471,28.3259482253343,27.1861016775947
"Gen-5","Target",23.4422684635501,28.3273941625375,30.3430594112724,18.7364958559629,30.3459509927779,22.3389899937902
"Gen-6","Target",24.6529367708135,29.8318938273005,30.5798341981135,26.7383333761245,34.8116600385401,30.8281797876116
"Gen-7","Target",21.9003968264442,21.8977320017293,24.8591869445518,33.5845630990807,32.391618699301,22.9109817836434
"Gen-8","Target",28.9727291814052,34.8914871169254,33.3152866493911,21.8541457438841,18.6415804165881,27.8163787496742
"Gen-9","Target",27.9624506223481,19.8738289019093,18.5903677106835,18.1392630101182,31.715594987385,22.0186246007215
"Gen-10","Target",31.3059147219174,25.428402076941,19.8752015861683,20.6934285587631,23.9226971010212,31.1627573680598
"Gen-11","Target",33.3246485514101,24.5221344856545,20.984235195443,34.2876033810899,32.1391765773296,34.1649466119707
"Gen-12","Target",19.2265973335598,33.9575881010387,19.5241662694607,33.9738161989953,26.4880965964403,33.3742548301816
"Gen-13","Target",30.8394552313257,25.7368182314094,18.4658041563816,29.0850748554803,28.963579248637,27.1161781146657
"Gen-14","Target",27.8572109073866,19.5104904945474,27.5687248101458,21.7574254884385,18.1178097808734,33.7337253934238
"Gen-15","Target",20.0882921488956,18.9578175093047,34.4467454084661,31.1422926122323,29.2120750290342,21.0271756898146
"Gen-16","Target",34.6791940997355,32.8271426011343,31.7364435107447,19.8182780677453,18.7125182440504,21.8326515085064
"Gen-17","Target",22.0194909146521,26.4909902599175,21.0596886253916,27.8952441075817,27.4958611708134,22.9416231771465
"Gen-18","Target",20.5609329300933,33.0669590970501,25.9305405921768,20.0620337529108,18.4615847954992,33.3298103765119
"Gen-19","Target",28.4495780786965,25.8461625375785,31.8152863509022,21.1215924455319,24.1901933422778,33.3145570647903
"Gen-20","Target",33.2747786578257,22.7875610496849,29.706781020388,25.9108011263888,24.2166536697187,21.5489250477403
"Gen-21","Target",31.2456659306772,33.6728532020934,31.6009329021908,26.0918047621381,25.3500254361425,24.0240134394262
"Gen-22","Target",22.6825928222388,20.7720205055084,21.9046424771659,22.8478572829627,24.176979104057,25.02821042086
"Gen-23","Target",24.3317842578981,23.7496199705638,19.6786852749065,29.5160604866687,29.7333464319818,22.8267474444583
"Gen-24","Target",33.5741268047132,30.808636078611,32.814909842331,18.4527628128417,29.2619402955752,26.8689735010266
"Gen-25","Target",23.035346739227,24.648883856833,26.2159698167816,31.3744327838067,21.9568150234409,33.701314735692
"Gen-26","Target",28.9976022904739,26.9389507914893,28.1261590626091,19.4765867346432,28.3474135347642,26.3914530889597
"Gen-27","Target",21.684885651106,33.0348655006383,33.8513990663923,31.5747443591245,26.8845498033334,26.3394384598359
"Gen-28","Target",29.3195379967801,28.6542867741082,26.9152240136173,26.827163343085,18.5537411593832,19.6492377060931
"Gen-29","Target",23.4304176990408,29.5639881500974,22.9325661493931,24.4211912476458,26.5462289210409,21.8436079553794
"Gen-30","Target",26.1789943254553,18.6677406234667,23.7918259960134,20.4397911317647,31.5567032122053,29.8074771924876
"Gen-31","Target",22.6083399101626,29.8955450668,34.6873271160293,26.1143545571249,29.2003196631558,22.0307269196492
"Gen-32","Target",26.8241559311282,18.8728939385619,19.942071803147,31.9158358627465,23.4753705337644,19.9002351178788
