"Gen","Type","C1","C2","C3","T1","T2","T3"
"Gen-1","Target",18.9143793168478,18.1963252527639,33.2025184538215,32.5946744240355,30.4037161145825,34.2220080313273
"Gen-2","Target",23.2556263499428,18.0123367703054,19.2315907722805,19.0408067582175,19.1984622301534,19.4085253607482
"Gen-3","Target",23.0000488618389,27.5704001244158,27.8198756228667,29.8061130142305,33.5533729991876,19.2469646285754
"Gen-4","Target",19.8626773355063,27.7626816381235,27.896228393307,29.5518972978462,28.6582322646864,29.6246543806046
"Gen-5","Target",24.2486891925801,31.3761865361594,29.901998846326,21.7654084879905,20.0683785970323,25.9283785715234
"Gen-6","Target",33.7424096611794,20.2075641111005,18.2335926594678,25.6825440772809,23.5899084487464,24.5823431455065
"Gen-7","Target",29.5257467487827,26.4046513126232,26.6548377093859,20.5525210443884,27.575501877116,21.0085188650992
"Gen-8","Target",26.2628707594704,29.2132215027232,29.1497914786451,32.3797345005441,31.7312350708526,28.9630665453151
"Gen-9","Target",29.5556263583712,19.8968707309105,30.1636605125386,32.9243262219243,18.8656033687294,29.0923423732165
"Gen-10","Target",20.8733393019065,32.7865864867344,34.3974482589401,21.8524150713347,21.3683559068013,30.3292704855558
"Gen-11","Target",23.0159280870575,18.1528702699579,24.5065258811228,24.1588054313324,33.0614870265126,22.2300559587311
"Gen-12","Target",20.7437564306892,18.247520170873,23.2010780207347,18.9760789771099,32.5421025943942,28.7577094265725
"Gen-13","Target",34.4079583128914,30.3768577624578,34.195533747552,29.2599940479267,26.0670105898753,25.961396187311
"Gen-14","Target",23.8384651446249,24.6812957574148,31.9640593640506,24.6297787353396,20.3809512811713,23.5432001715526
"Gen-15","Target",28.5466360370629,24.3003627979197,34.8997803619131,34.4982640652452,22.8889895018656,20.0827199101914
"Gen-16","Target",27.646295102546,29.5077832601964,18.8126051900908,33.5349561988842,28.8072722887155,31.6558917637449
"Gen-17","Target",32.2542853839695,24.040351573145,22.4793664668687,25.1007483978756,25.1943686965387,27.0036312968004
"Gen-18","Target",23.2743426612578,21.2372426597867,18.4066200442612,34.1682822867297,25.3533504239749,27.7593514889013
"Gen-19","Target",18.367578081321,34.9411498107947,33.4108609417453,26.688679481158,31.7191174775362,25.5915708551183
"Gen-20","Target",31.8840968585573,32.1514143669046,20.5182205541059,21.2849729990121,18.9161732678767,27.9432434684131
"Gen-21","Target",27.8584193296265,26.5238119685091,23.011259570485,29.1720838730689,18.6015514209867,27.9469457482919
"Gen-22","Target",25.4409323914442,28.6758342382964,20.7099744661245,27.0465816508513,29.7877468778752,28.4390779596288
"Gen-23","Target",27.028492947109,34.5116382194683,33.4317230533343,18.0798625708558,32.7032164784614,30.1573542284314
"Gen-24","Target",24.6029577518348,26.3154489260633,23.2595563840587,29.1880048247986,18.5865245216992,30.1069509978406
"Gen-25","Target",28.7371243359521,18.939804718364,27.7484009000473,29.5625883012544,27.9866925852839,27.1691517569125
"Gen-26","Target",27.7990268105641,30.4438212011009,29.4051980630029,24.290792433545,31.3701778869145,27.6745625140611
"Gen-27","Target",32.6200102532748,25.2485916642472,18.8960561775602,23.7184429562185,24.3236114347819,31.7682576479856
"Gen-28","Target",21.0140419914387,25.8136373793241,27.3760495979805,33.834485077532,18.5230046324432,23.8313230082858
"Gen-29","Target",18.695451119449,19.4733645669185,30.4839645745233,24.8008478002157,24.4165111852344,25.5114846741781
"Gen-30","Target",29.3736144704744,24.9118630944286,20.8657952104695,20.9176551799756,32.2524438563269,21.8464884303976
"Gen-31","Target",30.2471610952634,26.6975668282248,25.5557597202715,30.2554803965613,28.6325562428683,19.6520639152732
"Gen-32","Target",23.5561254431959,25.7368543571793,32.4365732874721,21.1968542193063,18.6003383242059,23.8235095825512
"Gen-33","Target",23.7866404894739,34.9052653240506,21.5810463984963,27.556961868424,27.022144584218,27.3939000703394
"Gen-34","Target",27.393324872246,20.7057917376515,33.4727401225828,28.22277240525,24.919379577972,33.9161204313859
"Gen-35","Target",27.5610530178528,22.5683690712322,32.1057781071868,20.3291427395307,34.8782853863668,32.2639443271328
"Gen-36","Target",33.0490827900358,34.0225785707589,31.1365617280826,18.0862546591088,30.2138339583762,25.6616088987794
"Gen-37","Target",31.7240047713276,26.0599347678944,30.5624455790967,21.8592764819041,31.1793768252246,29.2651557622012
"Gen-38","Target",30.6114090115298,27.8147227431182,28.1246551666409,21.4856199657079,31.3378410204314,26.1815341487527
"Gen-39","Target",22.6791410082951,34.7990931589156,27.7052645261865,23.5609612497501,20.5659982641228,27.1679613639135
"Gen-40","Target",21.4850979330949,19.6612042812631,22.5517159660812,33.4626062088646,22.7710595445242,23.3983041180763
"Gen-41","Target",28.2861900245771,24.9549749041907,22.6911366241984,20.432150964858,26.1774131471757,28.5094452081248
"Gen-42","Target",33.8617344801314,27.0073872923385,32.5158639929723,19.3029075106606,20.7812589181121,30.3859364965465
"Gen-43","Target",27.9172564016189,21.9011920366902,23.5013997743372,25.8738938889001,27.7762651413213,30.62844926049
"Gen-44","Target",19.142141929362,28.7725922977552,25.9223410992417,32.6640092600137,31.2608228938188,22.7723569928203
"Gen-45","Target",23.5093714061659,34.687251571333,30.1700908441562,25.7334594451822,25.2854451385792,19.1024355404079
"Gen-46","Target",21.0374249629676,21.0493288850412,31.0024130851962,25.7286650168244,30.5516727098729,30.4130537731107
"Gen-47","Target",26.8748744537588,23.6595249723177,26.9986650701612,21.6928381612524,18.7990368029568,31.1036630854942
"Gen-48","Target",20.6365894749761,34.1857780362479,19.288441488985,34.0989844037686,25.7187123573385,32.4236644934863
"Gen-49","Target",24.2984287689906,30.1569774944801,34.4167580113281,23.5313532028813,25.9369351146743,24.1293627507985
"Gen-50","Target",25.6776816998608,22.3751654934604,34.9876658658031,30.5655377344228,33.9278965615667,21.3346580364741
"Gen-51","Target",23.8758582335431,23.865231054835,22.4533551447093,25.2529781211633,21.7726653544232,31.8377851138357
"Gen-52","Target",21.3650777633302,33.706862291554,22.9925944218412,21.3178113515023,26.4804643378593,34.7746635929216
"Gen-53","Target",24.4304971026722,21.1498270125594,25.0077070218977,20.9709288279992,21.5182476195041,27.2850473746657
"Gen-54","Target",23.0610537650064,18.7866827317048,32.8233298896812,30.7880427748896,29.202709390549,25.5350871630944
"Gen-55","Target",18.0318901173305,22.116748397937,32.7231693067588,31.4451109862421,19.363554833224,31.0843489356339
"Gen-56","Target",18.9303614927921,22.8041591290385,19.2914921315387,20.3970472689252,34.8198994570412,18.0810418098699
"Gen-57","Target",30.1419193339534,22.4107782433275,32.3245697889943,27.0690519826021,32.3062689932995,32.9103687317111
"Gen-58","Target",20.7391289954539,34.8266851804219,32.74894466158,32.7676005403046,32.2080374520738,28.1684750763234
"Gen-59","Target",20.6231417946983,34.0178332151845,19.7906847479753,27.316748812329,31.9669273828622,24.2506959242746
"Gen-60","Target",26.4859237899072,34.6935988774057,25.9973611505702,28.2070989706554,26.0220724199899,21.4057983416133
"Gen-61","Target",31.4859486813657,18.9077005260624,32.3183648011182,24.5744689428248,24.4727195187006,33.1324063497595
"Gen-62","Target",20.9458839760628,28.9095227594953,20.110990480287,18.4715642950032,29.7016690438613,32.402490576962
"Gen-63","Target",22.9132224877831,27.1870175115764,21.6245822971687,27.2017872992437,30.2195899845101,24.782391422661
"Gen-64","Target",20.0108348054346,20.4134028737899,18.796785914572,31.9755504739005,30.0516048381105,23.2937428646255
"Gen-65","Target",26.6646142799873,34.5159764981363,20.7159962167498,33.5012738048099,32.2399585377425,21.2749174481723
