"Gen","Type","C1","C2","C3","T1","T2","T3"
"Gen-1","Target",25.7384895954747,33.4239466597792,23.8726951091085,19.3398732491769,28.8148992394563,23.206517290324
"Gen-2","Target",28.6703902070876,25.4827761934139,19.9827665151097,20.9240704707336,28.5994848639239,32.0376838531811
"Gen-3","Target",25.8845234583132,24.5024251569994,24.3275402497966,19.3761251287069,19.4348377415445,28.2589404319879
"Gen-4","Target",31.5095546573866,33.1340843397193,31.5458786222152,31.8294560241047,22.5070227247197,23.4245579899289
"Gen-5","Target",23.7555928938091,32.7630838018376,24.4568318389356,31.5515658878721,20.795145312557,33.1181761093903
"Gen-6","Target",26.65476119495,20.2901595467702,33.4467506096698,24.1889036914799,31.4784735047724,29.0784663925879
"Gen-7","Target",33.1124509843066,19.7519859659951,21.8903971682303,34.3178798595909,24.4284481101204,18.7707497591618
"Gen-8","Target",30.4671218832955,34.0055589198601,31.3281031206716,27.2796004619449,25.0066482087132,21.7178291352466
"Gen-9","Target",33.3079162284266,23.9979129487183,21.8557436254341,20.458057353273,20.6292444572318,24.7393111749552
"Gen-10","Target",25.0842134624254,19.5851709588896,34.4390739684459,20.3194096805528,18.887471052818,27.0917912567966
"Gen-11","Target",28.3374756509438,23.5691577305552,33.8959174854681,23.4031222397462,20.8297999280039,22.1102312726434
"Gen-12","Target",32.9301661008503,30.0391038809903,26.0639489120804,18.7202542528976,34.8653358039446,22.8616535866167
"Gen-13","Target",19.6404712558724,30.6199722122401,34.4988665902056,31.3709996165708,30.9433232317679,33.2530426287558
"Gen-14","Target",22.4322521497961,29.2536186550278,22.4898147385102,26.6519566841889,33.8112697284669,33.772620506119
"Gen-15","Target",33.1298841084354,21.3756171113346,26.6657232861035,32.9394132371526,32.5335729941726,28.9709655258339
"Gen-16","Target",23.7926440010779,22.9178915861994,28.2850774601102,30.8831748026423,22.8419613807928,32.2801514312159
"Gen-17","Target",29.8168342022691,18.9178626057692,18.9122175732628,32.9192439313047,21.3673036086839,31.0040688859299
"Gen-18","Target",30.637559912866,18.7895641289651,31.0360523436684,34.6659822838847,25.5615289031994,27.3237439955119
"Gen-19","Target",32.3464833397884,24.1943611407187,30.8170945434831,19.0962647506967,33.0019606912974,21.9548627277836
"Gen-20","Target",27.271842596354,18.877525882097,22.5824865882751,21.905339704128,20.7126825768501,18.977169819409
"Gen-21","Target",30.2013777873944,26.2392506925389,28.3753807346802,21.7594504076988,22.8222160134465,31.0047298327554
"Gen-22","Target",25.390394177055,21.9014867425431,18.8524080186617,34.3529133899137,22.9231501477771,24.2755165130366
"Gen-23","Target",32.7130975632463,19.4337842164095,19.844803747721,31.6193282969762,34.4598832232878,19.848144951975
"Gen-24","Target",19.6435705120675,23.9717411682941,21.1631732461974,23.5539806482848,25.0247077133972,34.3583095357753
"Gen-25","Target",26.4783129843418,24.0722040487453,25.8215676131658,20.3894459588919,27.5225864390377,20.615095457295
"Gen-26","Target",20.2727213522885,26.0036688081454,32.7802667885553,30.3357237069868,23.2393145773094,28.8882848005742
"Gen-27","Target",22.9605247997679,34.1736118609551,29.051771736471,19.4929470377974,20.3259251830168,33.9250512900762
"Gen-28","Target",19.9527553415392,28.2443158638198,32.8848318695091,31.1789528313093,22.0178102094214,26.6045121964999
"Gen-29","Target",28.1756411830429,34.7258837223053,24.0529150527436,24.961408236064,32.2610468559433,20.9175169307273
"Gen-30","Target",19.2549672247842,30.3545357098337,29.9761477825232,25.0532365706749,32.9283555811271,27.8845575531013
"Gen-31","Target",25.7603825165424,33.9331392946187,32.184366483707,21.7488382738084,31.9867576558609,32.0571820952464
"Gen-32","Target",18.878088532947,22.1904885908589,22.6704774098471,31.9615839116741,21.4326247991994,24.2305175543297
"Gen-33","Target",21.7054119596723,34.0874764085747,30.1139010267798,18.753059590701,19.2759530593175,33.066032841336
"Gen-34","Target",20.0147666484118,28.894931008108,26.049962681951,29.4346216574777,31.702027059393,19.5311997514218
"Gen-35","Target",27.9862303757109,21.7585717404727,29.8828131770715,34.7116534067318,29.2328375899233,32.6512222455349
"Gen-36","Target",33.062644476071,18.9902227285784,27.27492146031,27.9618947794661,19.1292543904856,28.9974149882328
"Gen-37","Target",32.9648780892603,28.2547502424568,30.4669850193895,24.8920268882066,28.9468297038693,26.1122554191388
"Gen-38","Target",18.4465632752981,28.3290311186574,29.0078976876102,33.911419600714,24.2119457183871,28.4117939274292
"Gen-39","Target",34.0186091295909,31.4292318995576,28.8333111356478,21.6471117553301,34.0174682368524,21.6766173185315
"Gen-40","Target",31.2865128798876,21.8374094865285,27.1485002648551,29.0530156472232,34.5308786295354,25.574652773561
"Gen-41","Target",34.9050295506604,21.7908348077908,26.0982254992705,30.9893456418067,26.2672665021382,30.4566764892079
"Gen-42","Target",33.2358001356479,21.137550821295,23.3342754836194,26.5257602704223,28.8625911769923,32.19852229557
"Gen-43","Target",20.4649112434126,33.8671346395276,31.9785860478878,18.1097264033742,22.2781443654094,18.5400846209377
