"Gen","Type","C1","C2","C3","T1","T2","T3"
"Gen-1","Target",31.0199241882656,21.8066474336665,25.6811436782591,29.7759831643198,23.6137826230843,20.2118394358549
"Gen-2","Target",20.3135844704229,29.3427032281179,30.1904442145023,27.381642304128,30.5737556761596,28.1275400430895
"Gen-3","Target",18.3377740045544,26.7216126662679,31.6462036096491,31.3061112149153,27.2753775427118,20.9432891863398
"Gen-4","Target",27.2224092755932,20.1205067608971,26.0455848497804,28.5781415437814,29.8026458665263,19.860357508529
"Gen-5","Target",30.8140863834415,24.4184648939408,18.3612390160561,23.9392479441594,26.7974684946239,34.1983922866639
"Gen-6","Target",21.4877641352359,24.5519220530987,23.1844586783554,19.8213160166051,34.4164386424236,32.5434836975764
"Gen-7","Target",21.8075880534016,29.3967451474164,20.6238406009506,23.2423547783401,32.6898319025058,29.3724933168851
"Gen-8","Target",26.4505353150889,28.042866027914,25.5668167192489,19.5767841320485,21.6770950003993,27.2021658855956
"Gen-9","Target",27.2528882317711,27.7321491958573,20.9810053212568,27.9549110629596,28.6475137127563,19.1632660250179
"Gen-10","Target",22.6860208003782,27.5904702160042,26.8052653081249,27.0501067612786,18.1360647296533,27.905805415241
"Gen-11","Target",29.2324810028076,33.98380848323,34.8321363362484,24.168130499078,20.8353767937515,33.2842651337851
"Gen-12","Target",30.7703820785973,18.5893497690558,34.4736165136565,31.3845144107472,26.1804846609011,28.689035608666
"Gen-13","Target",20.3132110771257,31.3796103147324,28.2321537178941,34.2825382885057,28.6244181799702,27.5912709478289
"Gen-14","Target",29.579916072078,28.9524429209996,28.5655951276422,26.6428465067875,21.6350905897561,30.9968532433268
"Gen-15","Target",25.0218137134798,29.8465779770631,31.5461022956297,20.1858644334134,24.7079397218768,32.8959588599391
"Gen-16","Target",24.0644959288184,34.8559049831238,30.3587321056984,19.0952308499254,23.7802607386839,22.1020962614566
"Gen-17","Target",28.0972667904571,25.9381212368608,28.6391829685308,32.6808328374755,22.8424590788782,21.9051195851061
"Gen-18","Target",32.1031708137598,21.6105825302657,22.3445299817249,21.9469759739004,32.2189592178911,23.8421076885425
"Gen-19","Target",24.7114500724711,26.2998204517644,32.8012353261001,26.4475463954732,26.2776511628181,20.760092925746
"Gen-20","Target",34.2782370261848,19.7525698877871,28.2026928814594,20.4888903356623,32.4407210855279,19.195008037379
"Gen-21","Target",26.7461866878439,33.202415146865,21.38024324039,24.5887300248723,32.6058843173087,27.559130419977
"Gen-22","Target",34.8080576576758,21.245156317018,27.3831087325234,34.560468342388,29.3997525474988,18.9968749405816
"Gen-23","Target",34.3862245716155,24.9018762882333,28.8908741835039,28.6614992700052,27.8582928914111,31.1938144711312
"Gen-24","Target",34.7998599102721,28.2926836900879,21.8119566987734,34.0610162434168,28.1958027309738,20.2625196953304
"Gen-25","Target",34.6419404118787,25.7929367867764,26.1601553242654,25.8739811140113,29.9826018074527,22.2947465968318
"Gen-26","Target",20.3790679241065,31.7028057603166,27.8866857911926,30.0378457210027,24.9677075538784,32.6561585804448
"Gen-27","Target",29.4540757585783,22.4237927587237,25.1930604148656,19.7108807573095,24.0408244696446,20.3953038116451
"Gen-28","Target",31.7986794291064,30.0732785980217,25.918966551777,22.2205730450805,20.9261200886685,25.6814051715191
"Gen-29","Target",25.1762934108265,28.2831180992071,21.7088142139837,26.2203921382315,33.1576540514361,19.8440736683551
"Gen-30","Target",27.5950350258499,20.8576489819679,19.5262137579266,25.5319077430759,23.2527015123051,25.373160257237
"Gen-31","Target",18.4870308425743,26.5767820444889,23.1106914593838,29.4187539741397,32.3877705032937,33.5530640599318
"Gen-32","Target",29.7169297889341,22.5015467593912,24.0896917157806,23.0910456704441,34.2337915790267,25.6875245887786
"Gen-33","Target",19.804525742773,22.6272906016093,27.4759529703297,18.0935956791509,30.9164610402659,19.9732564368751
"Gen-34","Target",25.150816684356,28.7783886056859,28.8620029527228,24.6236588589381,29.6071732603014,34.0769948412199
"Gen-35","Target",20.5138204495888,21.7702742773108,32.6827507845592,32.198278344702,30.211984787602,27.6516494783573
"Gen-36","Target",26.993822194403,31.4703350658529,34.1574049785268,34.2408399672713,25.1361703979783,22.5995810595341
"Gen-37","Target",34.726931480458,33.5614931120072,29.0882193371654,23.2091155869421,19.385782726109,30.5776822627522
"Gen-38","Target",22.2947201486677,20.9426904809661,29.902202768717,21.2419908137526,31.4113208798226,20.9238840432372
"Gen-39","Target",24.2762609841302,34.3298045697156,31.5966612584889,24.7190070871729,19.4467763565481,20.7528701585252
"Gen-40","Target",33.6237568915822,22.2029795893468,29.1448682371993,20.8433043202385,24.7453720397316,30.0085444878787
"Gen-41","Target",26.2195421475917,21.8509388940874,30.5006871249061,18.2587917712517,21.9203566447832,31.9889448620379
"Gen-42","Target",20.2584962060209,29.374921129318,19.8730915712658,20.8201685333624,23.8045100083109,23.195024573477
"Gen-43","Target",27.9393979876768,30.3707527765073,29.4279059651308,22.4037697806489,28.8806325653568,28.3066286686808
"Gen-44","Target",27.4056734179612,27.5927458386868,30.9534377586097,24.9989977111109,20.9267202545889,23.0866885748692
"Gen-45","Target",25.9635529753286,25.202269885689,19.3171630196739,29.5804469115101,18.1597519302741,20.9855487057939
"Gen-46","Target",33.861193614779,27.1965222186409,20.9661590191536,26.2852971481625,34.9690172858536,27.2707559932023
"Gen-47","Target",27.5058760836255,31.2027813724708,26.7666040530894,33.0520952485967,21.1546505885199,24.6368181465659
"Gen-48","Target",22.6050935226958,20.52837252873,24.4138765966054,25.3915003095753,24.8797754549887,23.5886576469056
"Gen-49","Target",31.8185551729985,23.0572286131792,25.2437119740061,24.3683817922138,33.4690657078754,28.6487815503497
"Gen-50","Target",31.0146959617268,20.5531086907722,18.8316827907693,29.4265716073569,31.1735227287281,21.5001551397145
"Gen-51","Target",28.3928510295227,27.5386410565116,24.841768414015,25.0519460292999,32.3127912681084,31.9412002537865
"Gen-52","Target",20.2572362252977,33.2718335743994,34.3732058645692,29.4175899224356,28.8647126150317,24.4857540265657
"Gen-53","Target",26.4905665430706,19.2863828940317,33.9841211470775,34.026174725499,18.997134775389,34.5170495645143
"Gen-54","Target",30.9851894248277,29.3537618697155,25.1403293500189,23.4807379199192,31.4817946373951,27.3876641893294
"Gen-55","Target",22.2699101835024,32.8272799677216,26.6245081089437,21.11376955593,30.0661242706701,28.4897660601418
"Gen-56","Target",33.4886708667036,27.9157885403838,29.4140292443335,29.0788454578724,20.115411167033,31.3177570318803
"Gen-57","Target",34.0901459394954,29.7128776784521,19.6112558427267,23.7630409453996,29.7149429547135,31.0201943537686
"Gen-58","Target",32.5627642073669,26.2379966331646,32.3551446702331,34.1601051571779,32.2247911884915,23.4484179981519
"Gen-59","Target",29.3831741597969,26.2542185920756,26.2449332955293,31.619293699041,23.6329627272207,28.1070019036997
"Gen-60","Target",29.3951217834838,27.388641156489,31.0290381694213,18.7889353379142,24.1576256658882,22.6455014133826
"Gen-61","Target",22.0460223853588,31.1278402104508,20.7052208974492,26.3971656905487,26.5681840756442,29.8714373158291
"Gen-62","Target",34.9390938163269,32.7107466333546,20.3678477080539,21.2831362606958,21.3937902774196,32.2022044919431
"Gen-63","Target",24.2519374997355,27.6969958452974,19.1428751752246,24.4473583218642,19.3482266219798,31.4405467147008
"Gen-64","Target",24.5394583735615,19.9483086380642,20.2585605611093,25.2588613256812,30.4736864585429,30.9203996041324
"Gen-65","Target",19.0600219669286,33.8973751545418,18.3339357592631,19.0863188002259,21.9669657393824,22.4252775488421
"Gen-66","Target",32.7208298435435,31.2874125093222,30.9539015276823,28.5730203606654,29.9225170367863,23.8432573049795
"Gen-67","Target",31.4661180560943,20.3948798335623,24.5770694203675,33.4687936939299,29.083043682389,27.8052598536015
"Gen-68","Target",29.0276858462021,21.0588484667242,30.8103017192334,19.4216549901757,23.0040067809168,28.0895945152733
"Gen-69","Target",29.2790421289392,29.3364477227442,29.0416045349557,34.6123856848571,30.6697407264728,18.5338421219494
"Gen-70","Target",32.2401367838029,30.9495917949826,24.9025190672837,22.5133898570202,25.7109605397563,29.0711484879721
"Gen-71","Target",25.4572962450329,30.9676078632474,19.1340081926901,23.4139449258801,19.3104331018403,19.5257031524088
"Gen-72","Target",24.9892083320301,22.006211933447,31.0488022626378,30.5696704559959,23.5322175456677,28.2331489359494
"Gen-73","Target",21.3576707653701,21.1138740503229,19.6192861378659,28.5769841971342,34.2392397939693,26.5416780516971
"Gen-74","Target",27.37704554433,33.6879006559029,23.4368434154894,23.6187367497478,30.7549374115188,33.47223746893
"Gen-75","Target",25.966566395713,23.0160553683527,28.9929852294736,34.0013813369442,31.3377659190446,20.699733619811
"Gen-76","Target",19.8313774492126,24.7144005508162,23.1600246792659,18.8688984806649,29.1569966876414,19.0763261122629
"Gen-77","Target",34.9173959989566,29.4125848428812,30.2446212957148,30.5364689736161,31.2663450345863,31.5993041116744
"Gen-78","Target",20.7898154177237,25.7150318115018,32.4934186013415,22.4398545403965,28.3923004707322,29.9067684176844
"Gen-79","Target",34.4592986444477,32.0573204632383,32.5002563146409,32.4975888181943,23.6973815967795,31.2070960805286
